"","x"
"6159",0.91
"6160",1
"6161",1
"6162",0.91
"6163",1.01
"6164",1
"6165",1
"6166",1.01
"6167",1.01
"6168",1
"6169",1.08
"6170",0.9
"6171",0.9
"6172",0.9
"6173",0.9
"6174",0.9
"6175",0.9
"6176",0.9
"6177",0.9
"6178",0.81
"6179",0.9
"6180",0.91
"6181",0.74
"6182",0.97
"6183",0.97
"6184",0.91
"6185",0.95
"6186",0.91
"6187",1.06
"6188",0.77
"6189",1.02
"6190",0.85
"6191",1.01
"6192",0.92
"6193",0.9
"6194",0.9
"6195",0.9
"6196",0.9
"6197",0.9
"6198",1.03
"6199",1.01
"6200",1.01
"6201",0.91
"6202",1.02
"6203",1.02
"6204",1
"6205",1.19
"6206",1.02
"6207",1
"6208",1.01
"6209",1.01
"6210",1.01
"6211",0.7
"6212",1.07
"6213",0.9
"6214",0.9
"6215",1.03
"6216",0.8
"6217",0.99
"6218",0.7
"6219",0.89
"6220",1.01
"6221",1.01
"6222",1.01
"6223",1
"6224",1
"6225",1
"6226",1
"6227",1.02
"6228",1.02
"6229",0.9
"6230",0.9
"6231",1.01
"6232",1.01
"6233",1.1
"6234",1.1
"6235",0.75
"6236",0.9
"6237",0.9
"6238",0.75
"6239",0.71
"6240",1.06
"6241",0.9
"6242",0.9
"6243",1.01
"6244",0.91
"6245",1.03
"6246",0.9
"6247",0.9
"6248",0.9
"6249",0.9
"6250",0.9
"6251",0.83
"6252",1.05
"6253",1.17
"6254",0.93
"6255",0.93
"6256",0.92
"6257",0.92
"6258",0.92
"6259",0.92
"6260",0.92
"6261",0.9
"6262",1.01
"6263",1.01
"6264",1.27
"6265",0.91
"6266",0.87
"6267",0.74
"6268",0.9
"6269",1.04
"6270",1.04
"6271",1.04
"6272",0.71
"6273",1.12
"6274",1.12
"6275",1
"6276",1
"6277",1
"6278",0.71
"6279",0.9
"6280",0.9
"6281",1.01
"6282",1.01
"6283",1.01
"6284",1.01
"6285",1.25
"6286",0.97
"6287",1.05
"6288",0.91
"6289",0.97
"6290",0.97
"6291",1.07
"6292",0.9
"6293",0.9
"6294",1.15
"6295",0.7
"6296",0.7
"6297",1.01
"6298",0.65
"6299",0.91
"6300",0.9
"6301",1.14
"6302",0.9
"6303",0.9
"6304",1.14
"6305",1.5
"6306",1.5
"6307",1
"6308",1.01
"6309",0.83
"6310",1.23
"6311",0.56
"6312",1.13
"6313",1.13
"6314",0.91
"6315",0.96
"6316",1
"6317",0.71
"6318",0.94
"6319",1.16
"6320",1.01
"6321",1.11
"6322",1.11
"6323",1
"6324",1.11
"6325",0.71
"6326",0.71
"6327",0.71
"6328",0.71
"6329",0.71
"6330",0.91
"6331",0.71
"6332",0.83
"6333",0.91
"6334",1.06
"6335",1
"6336",1
"6337",1
"6338",1
"6339",0.57
"6340",0.9
"6341",1
"6342",1
"6343",1
"6344",1.2
"6345",0.9
"6346",1.01
"6347",1
"6348",1
"6349",1.5
"6350",0.93
"6351",0.91
"6352",1
"6353",0.9
"6354",0.9
"6355",0.9
"6356",1.03
"6357",1
"6358",0.9
"6359",1
"6360",0.91
"6361",0.32
"6362",0.32
"6363",0.32
"6364",0.32
"6365",0.32
"6366",0.32
"6367",0.32
"6368",0.32
"6369",0.32
"6370",0.32
"6371",0.32
"6372",0.32
"6373",0.32
"6374",0.32
"6375",0.3
"6376",0.25
"6377",0.25
"6378",0.25
"6379",0.25
"6380",0.25
"6381",0.25
"6382",0.25
"6383",0.25
"6384",0.25
"6385",0.25
"6386",0.25
"6387",0.25
"6388",0.25
"6389",0.25
"6390",0.36
"6391",1.04
"6392",0.77
"6393",0.92
"6394",0.92
"6395",0.92
"6396",1
"6397",1.02
"6398",1.01
"6399",1.01
"6400",1.01
"6401",1.03
"6402",1.03
"6403",1.01
"6404",1.01
"6405",1.01
"6406",1.03
"6407",1.02
"6408",1.02
"6409",0.76
"6410",0.77
"6411",0.92
"6412",1.13
"6413",0.74
"6414",0.91
"6415",1.05
"6416",1
"6417",0.71
"6418",0.54
"6419",1
"6420",1.02
"6421",0.8
"6422",0.8
"6423",1.04
"6424",0.9
"6425",0.9
"6426",1.01
"6427",1.01
"6428",0.9
"6429",1.02
"6430",1.01
"6431",1.02
"6432",1.02
"6433",1.02
"6434",1.02
"6435",1.2
"6436",0.91
"6437",0.91
"6438",0.91
"6439",0.91
"6440",1.29
"6441",1.09
"6442",0.79
"6443",1.01
"6444",0.9
"6445",0.72
"6446",1.01
"6447",1.01
"6448",1.09
"6449",1.1
"6450",0.91
"6451",0.91
"6452",1.01
"6453",1.14
"6454",0.93
"6455",1.23
"6456",0.91
"6457",0.91
"6458",0.91
"6459",1.01
"6460",0.99
"6461",0.9
"6462",0.71
"6463",0.71
"6464",0.8
"6465",1
"6466",0.94
"6467",1.17
"6468",0.9
"6469",0.9
"6470",0.9
"6471",0.9
"6472",0.91
"6473",1.03
"6474",0.9
"6475",0.88
"6476",0.9
"6477",0.9
"6478",1.01
"6479",1.11
"6480",1.02
"6481",1.06
"6482",0.9
"6483",1.22
"6484",1.24
"6485",0.9
"6486",1.04
"6487",0.9
"6488",0.96
"6489",1.03
"6490",1.01
"6491",0.96
"6492",1.25
"6493",1.06
"6494",1.02
"6495",0.9
"6496",0.9
"6497",0.9
"6498",0.89
"6499",0.93
"6500",0.9
"6501",0.97
"6502",0.97
"6503",0.97
"6504",0.9
"6505",0.9
"6506",1.01
"6507",1.01
"6508",1.01
"6509",0.96
"6510",0.9
"6511",1.12
"6512",1.12
"6513",1.44
"6514",0.9
"6515",0.9
"6516",1.12
"6517",1.1
"6518",0.92
"6519",1
"6520",0.91
"6521",0.91
"6522",1.12
"6523",1.1
"6524",0.91
"6525",0.91
"6526",0.9
"6527",0.9
"6528",0.9
"6529",0.9
"6530",0.9
"6531",0.9
"6532",0.92
"6533",0.95
"6534",0.84
"6535",0.8
"6536",0.95
"6537",1.03
"6538",1.1
"6539",1.18
"6540",1.12
"6541",1.01
"6542",1.01
"6543",1.01
"6544",1.01
"6545",0.9
"6546",0.9
"6547",1.01
"6548",1.01
"6549",1.01
"6550",1.01
"6551",1.01
"6552",1.01
"6553",1.01
"6554",1.01
"6555",0.93
"6556",1.11
"6557",0.9
"6558",0.99
"6559",1.07
"6560",1.11
"6561",1
"6562",0.91
"6563",0.92
"6564",1.01
"6565",1
"6566",0.9
"6567",1
"6568",1.12
"6569",1
"6570",1
"6571",1
"6572",1.12
"6573",1
"6574",1.04
"6575",1.04
"6576",1.12
"6577",1
"6578",1
"6579",1
"6580",0.9
"6581",0.9
"6582",0.9
"6583",1.03
"6584",1.03
"6585",1.03
"6586",1.09
"6587",1.01
"6588",1.01
"6589",0.97
"6590",1.06
"6591",1.02
"6592",1.19
"6593",1.01
"6594",1.01
"6595",0.9
"6596",1
"6597",0.91
"6598",0.9
"6599",1
"6600",1
"6601",1
"6602",1
"6603",1
"6604",1
"6605",0.93
"6606",0.93
"6607",0.91
"6608",1
"6609",0.9
"6610",1
"6611",0.74
"6612",0.72
"6613",0.72
"6614",0.9
"6615",0.9
"6616",0.9
"6617",0.9
"6618",0.9
"6619",0.9
"6620",1.35
"6621",1.1
"6622",1.12
"6623",1.04
"6624",1.02
"6625",0.64
"6626",1.1
"6627",1.11
"6628",1.28
"6629",0.8
"6630",0.92
"6631",1
"6632",0.81
"6633",1
"6634",1
"6635",0.9
"6636",1
"6637",1
"6638",0.9
"6639",1.01
"6640",0.85
"6641",0.92
"6642",1.09
"6643",1.09
"6644",0.9
"6645",1.17
"6646",1.06
"6647",0.79
"6648",1.11
"6649",0.9
"6650",0.9
"6651",0.9
"6652",0.9
"6653",0.9
"6654",0.9
"6655",0.9
"6656",1.02
"6657",0.9
"6658",1.13
"6659",1.08
"6660",0.72
"6661",1
"6662",0.7
"6663",1.03
"6664",1.03
"6665",0.91
"6666",1.11
"6667",0.92
"6668",0.92
"6669",1.5
"6670",1.06
"6671",0.95
"6672",0.94
"6673",1.08
"6674",1.23
"6675",0.9
"6676",1.01
"6677",0.9
"6678",1.22
"6679",1.2
"6680",1.03
"6681",1.11
"6682",0.9
"6683",0.9
"6684",0.9
"6685",1.03
"6686",0.97
"6687",0.97
"6688",1.11
"6689",1.11
"6690",1.2
"6691",0.31
"6692",0.31
"6693",0.31
"6694",0.31
"6695",0.31
"6696",0.31
"6697",0.31
"6698",0.31
"6699",0.31
"6700",0.32
"6701",0.35
"6702",0.25
"6703",0.3
"6704",0.25
"6705",0.36
"6706",0.3
"6707",0.3
"6708",0.23
"6709",0.24
"6710",0.27
"6711",0.31
"6712",0.27
"6713",0.27
"6714",0.3
"6715",0.3
"6716",0.3
"6717",0.32
"6718",0.34
"6719",0.33
"6720",0.3
"6721",0.23
"6722",0.3
"6723",0.31
"6724",0.27
"6725",0.27
"6726",0.27
"6727",0.27
"6728",0.27
"6729",0.25
"6730",0.25
"6731",0.25
"6732",0.25
"6733",0.33
"6734",0.31
"6735",0.31
"6736",0.26
"6737",0.3
"6738",0.4
"6739",0.4
"6740",0.36
"6741",0.31
"6742",0.33
"6743",0.33
"6744",0.33
"6745",0.33
"6746",0.33
"6747",0.33
"6748",0.33
"6749",0.33
"6750",0.33
"6751",1
"6752",1.01
"6753",1.09
"6754",1.02
"6755",0.9
"6756",0.9
"6757",1.06
"6758",0.9
"6759",0.91
"6760",1.07
"6761",1.2
"6762",0.9
"6763",1.01
"6764",0.94
"6765",1.01
"6766",1.3
"6767",1
"6768",0.91
"6769",0.91
"6770",0.91
"6771",0.91
"6772",0.87
"6773",0.9
"6774",0.91
"6775",0.93
"6776",0.81
"6777",1.05
"6778",1.02
"6779",0.91
"6780",1.09
"6781",0.93
"6782",1
"6783",0.82
"6784",1.13
"6785",1.02
"6786",1.13
"6787",1.02
"6788",1.2
"6789",0.96
"6790",1.02
"6791",0.7
"6792",0.7
"6793",0.7
"6794",0.9
"6795",0.9
"6796",0.91
"6797",0.9
"6798",1.01
"6799",1.01
"6800",0.73
"6801",0.98
"6802",0.92
"6803",1.05
"6804",1.05
"6805",1.05
"6806",1.05
"6807",1
"6808",0.9
"6809",0.8
"6810",1.02
"6811",1.01
"6812",1.01
"6813",1.01
"6814",1.01
"6815",1.01
"6816",1.01
"6817",1.01
"6818",1.01
"6819",1.01
"6820",1.01
"6821",1.07
"6822",0.9
"6823",0.9
"6824",1.01
"6825",1.01
"6826",1.01
"6827",1.01
"6828",1.11
"6829",1.06
"6830",1.11
"6831",0.9
"6832",1.09
"6833",1.01
"6834",1.01
"6835",1.01
"6836",1.01
"6837",1.01
"6838",1.01
"6839",0.91
"6840",0.91
"6841",0.91
"6842",1.13
"6843",1.04
"6844",0.9
"6845",0.71
"6846",0.9
"6847",1.08
"6848",1.14
"6849",1
"6850",1
"6851",1
"6852",1
"6853",1.04
"6854",0.8
"6855",0.91
"6856",0.9
"6857",0.8
"6858",0.9
"6859",0.8
"6860",1.05
"6861",1.07
"6862",0.81
"6863",0.74
"6864",0.89
"6865",1.01
"6866",0.9
"6867",0.91
"6868",0.91
"6869",0.91
"6870",1.07
"6871",0.91
"6872",1.01
"6873",0.9
"6874",1.01
"6875",1.01
"6876",1.01
"6877",1.01
"6878",1.01
"6879",0.9
"6880",0.82
"6881",1.08
"6882",1.16
"6883",1.01
"6884",1.09
"6885",1.2
"6886",1.06
"6887",0.91
"6888",1.22
"6889",0.9
"6890",1.23
"6891",1.01
"6892",1
"6893",1.1
"6894",0.9
"6895",0.9
"6896",0.9
"6897",0.9
"6898",1.11
"6899",0.73
"6900",0.73
"6901",0.9
"6902",0.82
"6903",0.82
"6904",0.82
"6905",0.9
"6906",1.04
"6907",1.01
"6908",0.9
"6909",0.9
"6910",0.96
"6911",0.9
"6912",0.9
"6913",0.96
"6914",1.02
"6915",0.9
"6916",0.9
"6917",0.9
"6918",0.9
"6919",1.01
"6920",1
"6921",0.91
"6922",0.91
"6923",0.91
"6924",1.01
"6925",0.91
"6926",0.91
"6927",1.01
"6928",1.05
"6929",1.12
"6930",0.97
"6931",1.01
"6932",1.01
"6933",1.1
"6934",1.32
"6935",0.8
"6936",1.12
"6937",0.93
"6938",0.93
"6939",1.5
"6940",1
"6941",1.5
"6942",1.04
"6943",0.82
"6944",0.91
"6945",0.95
"6946",1
"6947",0.96
"6948",0.73
"6949",0.91
"6950",1
"6951",1
"6952",1
"6953",0.9
"6954",0.93
"6955",1
"6956",1
"6957",1.41
"6958",1.05
"6959",0.8
"6960",1.21
"6961",1.21
"6962",0.9
"6963",0.9
"6964",1
"6965",1.01
"6966",1.01
"6967",1.14
"6968",0.92
"6969",0.91
"6970",1.01
"6971",1
"6972",0.95
"6973",0.76
"6974",1
"6975",0.76
"6976",1.02
"6977",0.9
"6978",0.9
"6979",1.08
"6980",1.18
"6981",1.01
"6982",1.03
"6983",1.03
"6984",1.01
"6985",1.09
"6986",1.01
"6987",0.92
"6988",0.9
"6989",0.9
"6990",0.9
"6991",0.9
"6992",0.9
"6993",1.02
"6994",1
"6995",1.06
"6996",1
"6997",1
"6998",1
"6999",1
"7000",1
"7001",1
"7002",1
"7003",1
"7004",1.06
"7005",1
"7006",1
"7007",1.06
"7008",0.9
"7009",0.9
"7010",0.74
"7011",0.9
"7012",1.1
"7013",1.16
"7014",0.9
"7015",0.9
"7016",0.92
"7017",0.92
"7018",1
"7019",1.05
"7020",1.1
"7021",1.12
"7022",1.04
"7023",1.36
"7024",1.12
"7025",0.9
"7026",0.9
"7027",0.9
"7028",1.12
"7029",0.83
"7030",1.02
"7031",0.94
"7032",1.03
"7033",0.91
"7034",1.32
"7035",0.9
"7036",0.9
"7037",0.9
"7038",0.59
"7039",1.02
"7040",1.02
"7041",1.02
"7042",1.02
"7043",1.06
"7044",1.02
"7045",1.02
"7046",1.02
"7047",1.02
"7048",1.03
"7049",0.93
"7050",1
"7051",0.33
"7052",0.33
"7053",0.33
"7054",0.33
"7055",0.33
"7056",0.33
"7057",0.33
"7058",0.33
"7059",0.33
"7060",0.33
"7061",0.33
"7062",0.33
"7063",0.33
"7064",0.33
"7065",0.33
"7066",0.33
"7067",0.33
"7068",0.33
"7069",0.33
"7070",0.33
"7071",0.33
"7072",0.33
"7073",0.33
"7074",0.33
"7075",0.33
"7076",0.33
"7077",0.33
"7078",0.33
"7079",0.33
"7080",0.33
"7081",1.05
"7082",1
"7083",1.04
"7084",0.85
"7085",0.9
"7086",0.9
"7087",0.9
"7088",0.9
"7089",0.93
"7090",0.9
"7091",0.91
"7092",1.01
"7093",1.01
"7094",1.01
"7095",1.01
"7096",1.01
"7097",1
"7098",1
"7099",0.71
"7100",0.71
"7101",1.17
"7102",1.02
"7103",1.06
"7104",0.9
"7105",1.08
"7106",1.51
"7107",1.01
"7108",0.92
"7109",0.92
"7110",1.11
"7111",1.19
"7112",1.11
"7113",0.8
"7114",1
"7115",0.7
"7116",1.01
"7117",0.95
"7118",0.73
"7119",1.01
"7120",1.01
"7121",1
"7122",0.6
"7123",1
"7124",0.97
"7125",1
"7126",0.9
"7127",1.14
"7128",0.9
"7129",0.9
"7130",0.92
"7131",0.92
"7132",1.08
"7133",0.92
"7134",1
"7135",1.01
"7136",1.04
"7137",1.03
"7138",1.13
"7139",1.01
"7140",1.11
"7141",1.03
"7142",1.11
"7143",1.2
"7144",1.11
"7145",0.9
"7146",1.01
"7147",0.93
"7148",1.02
"7149",0.91
"7150",1.28
"7151",0.79
"7152",0.9
"7153",1.04
"7154",1
"7155",1.22
"7156",0.83
"7157",0.85
"7158",1.01
"7159",1.01
"7160",0.9
"7161",0.73
"7162",0.94
"7163",0.97
"7164",0.93
"7165",0.9
"7166",0.9
"7167",0.92
"7168",0.78
"7169",0.92
"7170",0.91
"7171",0.92
"7172",0.9
"7173",0.92
"7174",0.65
"7175",1
"7176",1.01
"7177",1.01
"7178",1.01
"7179",1.01
"7180",1.11
"7181",1.01
"7182",0.9
"7183",0.9
"7184",0.96
"7185",1.01
"7186",1.15
"7187",1.15
"7188",0.96
"7189",0.9
"7190",1.01
"7191",0.9
"7192",0.9
"7193",0.91
"7194",0.91
"7195",0.87
"7196",0.87
"7197",1.01
"7198",0.85
"7199",1.02
"7200",1.01
"7201",1
"7202",1.04
"7203",0.9
"7204",1.01
"7205",0.86
"7206",1.21
"7207",0.91
"7208",0.91
"7209",0.9
"7210",1.04
"7211",1.01
"7212",0.9
"7213",1.01
"7214",1.01
"7215",1.01
"7216",1.01
"7217",1.01
"7218",1.01
"7219",1.01
"7220",1.1
"7221",1.21
"7222",0.89
"7223",1.04
"7224",0.91
"7225",0.9
"7226",1.04
"7227",1.04
"7228",0.8
"7229",1.07
"7230",0.9
"7231",0.95
"7232",1.01
"7233",0.92
"7234",1.01
"7235",0.9
"7236",0.9
"7237",1.07
"7238",0.9
"7239",1.13
"7240",1.01
"7241",1
"7242",0.73
"7243",1.11
"7244",1.06
"7245",1.11
"7246",1.11
"7247",1.01
"7248",1
"7249",1.06
"7250",1.18
"7251",1.01
"7252",1.01
"7253",1.01
"7254",1.01
"7255",1.01
"7256",1.01
"7257",1.01
"7258",0.7
"7259",1.19
"7260",0.9
"7261",1.05
"7262",1.01
"7263",1.05
"7264",1.03
"7265",0.91
"7266",0.91
"7267",1.25
"7268",1.03
"7269",1.03
"7270",1
"7271",1.04
"7272",1.04
"7273",1.04
"7274",1.04
"7275",1
"7276",1
"7277",1
"7278",1
"7279",1
"7280",1
"7281",1
"7282",1
"7283",1
"7284",1.25
"7285",1.25
"7286",0.9
"7287",1.07
"7288",1.07
"7289",1.07
"7290",1.1
"7291",0.91
"7292",0.91
"7293",0.91
"7294",0.9
"7295",0.9
"7296",1.05
"7297",1.21
"7298",1.1
"7299",1.11
"7300",1
"7301",1
"7302",0.9
"7303",1.2
"7304",1.05
"7305",1
"7306",0.96
"7307",0.91
"7308",0.84
"7309",0.7
"7310",0.91
"7311",1.01
"7312",1.13
"7313",1.07
"7314",1
"7315",1.02
"7316",1.02
"7317",1.02
"7318",1.02
"7319",1.02
"7320",1.01
"7321",0.59
"7322",1.01
"7323",1.01
"7324",0.81
"7325",1.01
"7326",0.9
"7327",0.9
"7328",0.9
"7329",0.6
"7330",0.91
"7331",0.91
"7332",0.91
"7333",0.9
"7334",0.9
"7335",0.9
"7336",1.01
"7337",0.85
"7338",0.91
"7339",0.91
"7340",0.91
"7341",0.91
"7342",0.91
"7343",1.01
"7344",1.18
"7345",1.01
"7346",1.14
"7347",1.09
"7348",1.11
"7349",0.79
"7350",0.96
"7351",1
"7352",1
"7353",0.93
"7354",0.93
"7355",1.13
"7356",1.12
"7357",1.12
"7358",0.56
"7359",1.1
"7360",1
"7361",1
"7362",1
"7363",1
"7364",1
"7365",1
"7366",1.03
"7367",0.96
"7368",0.93
"7369",0.9
"7370",1.01
"7371",1.01
"7372",1.03
"7373",0.71
"7374",1.12
"7375",1.16
"7376",1.16
"7377",0.76
"7378",0.76
"7379",0.97
"7380",0.9
"7381",0.33
"7382",0.33
"7383",0.33
"7384",0.33
"7385",0.33
"7386",0.33
"7387",0.33
"7388",0.33
"7389",0.33
"7390",0.33
"7391",0.33
"7392",0.33
"7393",0.33
"7394",0.33
"7395",0.33
"7396",0.33
"7397",0.33
"7398",0.33
"7399",0.33
"7400",0.33
"7401",0.33
"7402",0.33
"7403",0.33
"7404",0.33
"7405",0.33
"7406",0.33
"7407",0.33
"7408",0.33
"7409",0.33
"7410",0.33
"7411",1.05
"7412",1.06
"7413",0.91
"7414",1.07
"7415",1.02
"7416",1.1
"7417",0.98
"7418",1.02
"7419",1.02
"7420",1.11
"7421",1
"7422",1.02
"7423",0.71
"7424",0.92
"7425",0.92
"7426",0.92
"7427",1.01
"7428",0.86
"7429",0.72
"7430",0.91
"7431",1.02
"7432",0.76
"7433",0.9
"7434",0.93
"7435",0.8
"7436",0.9
"7437",0.9
"7438",0.93
"7439",1.18
"7440",1.09
"7441",0.94
"7442",0.71
"7443",0.9
"7444",0.9
"7445",0.9
"7446",0.92
"7447",0.92
"7448",1.07
"7449",1.2
"7450",1.02
"7451",1.14
"7452",1.14
"7453",0.9
"7454",0.9
"7455",0.78
"7456",1
"7457",1.01
"7458",0.96
"7459",0.9
"7460",0.9
"7461",1.05
"7462",0.9
"7463",0.9
"7464",0.9
"7465",0.9
"7466",0.9
"7467",0.9
"7468",1
"7469",1.2
"7470",1
"7471",1
"7472",0.71
"7473",1.2
"7474",1.2
"7475",1
"7476",1.1
"7477",1.07
"7478",1.07
"7479",1.07
"7480",1
"7481",1.02
"7482",0.91
"7483",1.06
"7484",1.02
"7485",1.02
"7486",1.02
"7487",1.02
"7488",1.02
"7489",1.06
"7490",1.02
"7491",1.02
"7492",1.01
"7493",1.01
"7494",1.01
"7495",1.01
"7496",0.91
"7497",0.9
"7498",1.04
"7499",0.7
"7500",0.79
"7501",0.91
"7502",1.04
"7503",1.04
"7504",1.05
"7505",1.08
"7506",1.05
"7507",1.08
"7508",1.02
"7509",1.05
"7510",1.05
"7511",0.9
"7512",0.61
"7513",1.01
"7514",0.9
"7515",0.91
"7516",1.01
"7517",1.01
"7518",1.01
"7519",1.01
"7520",1.01
"7521",1.01
"7522",1.01
"7523",1.01
"7524",1.01
"7525",1.01
"7526",1.01
"7527",1.01
"7528",1.01
"7529",1.01
"7530",1.01
"7531",1.01
"7532",0.84
"7533",1.01
"7534",0.76
"7535",1.02
"7536",0.92
"7537",0.7
"7538",1.04
"7539",1.09
"7540",1.01
"7541",1.01
"7542",1.1
"7543",1.01
"7544",1.02
"7545",0.7
"7546",0.9
"7547",0.92
"7548",0.96
"7549",1.03
"7550",1.01
"7551",1.01
"7552",1.01
"7553",0.92
"7554",1.21
"7555",1.21
"7556",1.01
"7557",1.15
"7558",1.15
"7559",1.03
"7560",1.12
"7561",1.1
"7562",0.93
"7563",1.2
"7564",0.9
"7565",1.04
"7566",1.02
"7567",0.72
"7568",0.9
"7569",1.04
"7570",0.73
"7571",0.91
"7572",0.92
"7573",1.05
"7574",0.9
"7575",0.9
"7576",0.92
"7577",0.9
"7578",1
"7579",1
"7580",1.06
"7581",1
"7582",1
"7583",1.26
"7584",1.02
"7585",0.93
"7586",1.13
"7587",1
"7588",0.91
"7589",1.01
"7590",0.91
"7591",0.91
"7592",1.01
"7593",1
"7594",1
"7595",1
"7596",0.91
"7597",0.91
"7598",1.04
"7599",1.06
"7600",1.01
"7601",0.9
"7602",0.92
"7603",0.92
"7604",0.92
"7605",0.92
"7606",0.73
"7607",1
"7608",0.84
"7609",1.11
"7610",1.17
"7611",0.9
"7612",0.9
"7613",0.9
"7614",1.01
"7615",1.01
"7616",1.01
"7617",1.01
"7618",1.01
"7619",1.01
"7620",1.01
"7621",1.01
"7622",1
"7623",1.01
"7624",0.9
"7625",1.01
"7626",1.01
"7627",0.8
"7628",1.01
"7629",1.09
"7630",0.94
"7631",0.96
"7632",1
"7633",0.91
"7634",1.11
"7635",1
"7636",0.93
"7637",0.9
"7638",1.06
"7639",1.06
"7640",0.91
"7641",0.9
"7642",0.8
"7643",1.03
"7644",0.9
"7645",0.9
"7646",1.21
"7647",1.03
"7648",1.01
"7649",0.9
"7650",0.9
"7651",0.9
"7652",0.9
"7653",0.9
"7654",0.9
"7655",1
"7656",0.9
"7657",1.01
"7658",1.1
"7659",1.21
"7660",1.21
"7661",1.01
"7662",1.01
"7663",0.81
"7664",1.06
"7665",1.15
"7666",1.01
"7667",1.01
"7668",0.83
"7669",1.13
"7670",1.11
"7671",1.11
"7672",1
"7673",1
"7674",1.09
"7675",1.09
"7676",1.02
"7677",1.2
"7678",0.74
"7679",1.01
"7680",1.18
"7681",1
"7682",1.03
"7683",0.92
"7684",1.03
"7685",0.96
"7686",1.2
"7687",0.65
"7688",1.1
"7689",1.01
"7690",0.9
"7691",1.1
"7692",1.1
"7693",1.08
"7694",1.14
"7695",1.07
"7696",1
"7697",1.01
"7698",1.01
"7699",1.01
"7700",1.01
"7701",1.01
"7702",1.01
"7703",1.12
"7704",1.29
"7705",0.9
"7706",1.04
"7707",1.04
"7708",1.04
"7709",0.9
"7710",1
"7711",0.33
"7712",0.33
"7713",0.33
"7714",0.33
"7715",0.33
"7716",0.32
"7717",0.32
"7718",0.32
"7719",0.26
"7720",0.26
"7721",0.26
"7722",0.26
"7723",0.26
"7724",0.26
"7725",0.26
"7726",0.26
"7727",0.26
"7728",0.35
"7729",0.32
"7730",0.3
"7731",0.3
"7732",0.3
"7733",0.3
"7734",0.3
"7735",0.38
"7736",0.34
"7737",0.43
"7738",0.31
"7739",0.38
"7740",0.38
"7741",0.97
"7742",1.07
"7743",1.07
"7744",1.24
"7745",1.24
"7746",1.07
"7747",0.91
"7748",0.91
"7749",0.61
"7750",1.03
"7751",1.02
"7752",1.02
"7753",0.92
"7754",0.64
"7755",0.98
"7756",1.05
"7757",1.05
"7758",1.13
"7759",1.03
"7760",1.03
"7761",1.11
"7762",1.1
"7763",1.03
"7764",1.03
"7765",1.11
"7766",1.07
"7767",0.91
"7768",0.91
"7769",0.91
"7770",0.81
"7771",0.91
"7772",1.02
"7773",1
"7774",1.5
"7775",0.91
"7776",1
"7777",1.02
"7778",1.02
"7779",1.02
"7780",1.02
"7781",0.9
"7782",1.02
"7783",1.02
"7784",1.02
"7785",1.02
"7786",0.72
"7787",1.01
"7788",1.02
"7789",0.9
"7790",0.92
"7791",0.9
"7792",0.71
"7793",0.91
"7794",0.9
"7795",1.04
"7796",1.04
"7797",1.04
"7798",1.03
"7799",1.04
"7800",1.12
"7801",1.02
"7802",1.02
"7803",1.02
"7804",1.02
"7805",0.9
"7806",1.29
"7807",1.03
"7808",1.05
"7809",0.85
"7810",0.56
"7811",0.91
"7812",1.18
"7813",1.13
"7814",1.01
"7815",1
"7816",1
"7817",1
"7818",1
"7819",1
"7820",1
"7821",1
"7822",1
"7823",1
"7824",1
"7825",0.9
"7826",0.9
"7827",1.02
"7828",0.9
"7829",0.93
"7830",0.91
"7831",1.01
"7832",1.01
"7833",1.01
"7834",1.01
"7835",1.01
"7836",1.01
"7837",1.2
"7838",1.2
"7839",0.96
"7840",1.01
"7841",1.13
"7842",0.91
"7843",1.02
"7844",1.09
"7845",0.77
"7846",0.93
"7847",0.8
"7848",1.01
"7849",0.9
"7850",0.9
"7851",0.9
"7852",0.9
"7853",0.9
"7854",0.9
"7855",0.9
"7856",0.9
"7857",0.9
"7858",0.9
"7859",1
"7860",1.01
"7861",1.01
"7862",1.13
"7863",1.11
"7864",1.07
"7865",1
"7866",1.16
"7867",1
"7868",0.98
"7869",1.01
"7870",0.9
"7871",0.9
"7872",0.9
"7873",0.9
"7874",0.9
"7875",0.9
"7876",0.9
"7877",0.9
"7878",0.91
"7879",0.9
"7880",0.92
"7881",0.9
"7882",0.9
"7883",0.9
"7884",1.04
"7885",1.21
"7886",0.66
"7887",1
"7888",1
"7889",1
"7890",1
"7891",1.21
"7892",1
"7893",1
"7894",1.12
"7895",1.1
"7896",1.1
"7897",1
"7898",1
"7899",1
"7900",1
"7901",1
"7902",1
"7903",1
"7904",0.91
"7905",1.01
"7906",1.06
"7907",1.07
"7908",0.81
"7909",0.9
"7910",1.07
"7911",1.07
"7912",1.03
"7913",0.9
"7914",0.9
"7915",0.9
"7916",1.15
"7917",0.81
"7918",1.09
"7919",0.9
"7920",1.11
"7921",0.91
"7922",1
"7923",1.11
"7924",1.01
"7925",1.04
"7926",1.04
"7927",1.01
"7928",0.91
"7929",0.93
"7930",1.01
"7931",0.84
"7932",1.08
"7933",0.9
"7934",1.02
"7935",1.08
"7936",1.08
"7937",1.05
"7938",1.05
"7939",1.05
"7940",1.05
"7941",1.02
"7942",0.84
"7943",1.02
"7944",1.02
"7945",1
"7946",1.02
"7947",1.07
"7948",1.07
"7949",1.16
"7950",0.9
"7951",0.65
"7952",1.01
